"REPORT_DATE","SERVICE_ID","ORDER_TYPE","ORDER_TYPE_L2"
2023-01-21,"4547762247",sign up,new
2023-01-22,"4548876411",sign up,new
2023-01-22,"4549290442",sign up,new
2023-01-22,"4549946662",sign up,new
2023-01-23,"4550553928",sign up,transfer
2023-01-26,"4557328487",sign up,new
2023-01-27,"4558953925",sign up,new
2023-01-28,"4541354851",sign up,new
2023-01-28,"4561107160",sign up,new
2023-01-29,"4562264074",sign up,new
2023-01-29,"4562616337",sign up,new
2023-01-30,"4562264074",sign up,new
2023-01-30,"4563682750",sign up,transfer
2023-02-01,"4568202562",sign up,new
2023-02-02,"4569971084",sign up,new
2023-02-03,"4571616640",sign up,new
2023-02-03,"4571870590",sign up,transfer
2023-01-31,"4565429109",sign up,new
2023-01-31,"4565599919",sign up,new
2023-02-04,"4572361719",sign up,transfer
2023-02-04,"4573992044",sign up,new
2023-02-05,"4573992044",sign up,new
2023-02-07,"4579380359",sign up,new
2023-02-07,"4579691777",sign up,new
2023-02-08,"4580389894",sign up,transfer
2023-02-08,"4581016999",sign up,new
2023-02-08,"4581142782",sign up,new
2023-02-09,"4581530165",sign up,new
2023-02-09,"4581937077",sign up,new
2023-02-10,"4584703214",sign up,new
2023-02-10,"4584922200",sign up,new
2023-02-11,"4585335281",sign up,new
2023-02-11,"4585596899",sign up,new
2023-02-11,"4587012697",sign up,new
2023-02-12,"4588264389",sign up,new
2023-02-13,"4589224546",sign up,new
2023-02-13,"4589384080",sign up,new
2023-02-13,"4591074637",sign up,transfer
2023-02-14,"4591256150",sign up,transfer
2023-02-14,"4592757804",sign up,transfer
2023-02-15,"4593637136",sign up,new
2023-02-15,"4593895341",sign up,new
2023-02-15,"4594512465",sign up,new
2023-02-15,"4594647148",sign up,transfer
2023-02-16,"4593637136",sign up,new
2023-02-16,"4595357736",sign up,transfer
2023-02-16,"4595373369",sign up,new
2023-02-16,"4595552077",sign up,new
2023-02-18,"4599270944",sign up,transfer
2023-02-18,"4600164158",sign up,transfer
2023-02-18,"4600858319",sign up,transfer
2023-02-18,"4600908769",sign up,transfer
2023-02-19,"4601658225",sign up,new
2023-02-19,"4602510984",sign up,new
2023-02-21,"4606597457",sign up,transfer
2023-02-22,"4608123539",sign up,new
2023-02-22,"4608781879",sign up,new
2023-02-24,"4612093417",sign up,new
2023-02-24,"4612580390",sign up,new
2023-02-26,"4273440842",sign up,new
2023-02-26,"4616938606",sign up,transfer
2023-02-26,"4617013171",sign up,new
2023-02-26,"4617240771",sign up,new
2023-02-26,"4617368350",sign up,new
2023-02-27,"4619679504",sign up,new
2023-02-28,"4621222307",sign up,new
2023-02-28,"4623115007",sign up,transfer
2023-02-28,"4623881222",sign up,transfer
2023-02-28,"4305315792",terminate,terminate
2023-02-28,"4451411822",terminate,terminate
2023-02-28,"4624707201",sign up,new
2023-02-28,"4625001251",sign up,new
2023-02-23,"4327027694",sign up,transfer
2023-02-20,"4603226160",sign up,new
2023-02-20,"4603699859",sign up,new
2023-02-20,"4603829778",sign up,new
2023-02-20,"4604220075",sign up,new
2023-01-01,"4509430753",sign up,new
2023-01-01,"4509579414",sign up,transfer
2023-01-02,"4511398970",sign up,new
2023-01-02,"4512053957",sign up,new
2023-01-02,"4512260949",sign up,new
2023-01-02,"4512351138",sign up,new
2023-01-03,"4512743986",sign up,new
2023-01-03,"4512771168",sign up,new
2023-01-03,"4512906372",sign up,new
2023-01-03,"4513017958",sign up,new
2023-01-03,"4513297597",sign up,new
2023-01-04,"4514735174",sign up,new
2023-01-04,"4515344986",sign up,new
2023-01-04,"4515408702",sign up,new
2023-01-04,"4515475570",sign up,new
2023-01-05,"4516829465",sign up,new
2023-01-05,"4517580249",sign up,new
2023-01-06,"4518303614",sign up,new
2023-01-06,"4518407276",sign up,new
2023-01-06,"4518822267",sign up,new
2023-01-06,"4518853165",sign up,new
2023-01-06,"4519294908",sign up,transfer
2023-01-07,"4519833979",sign up,transfer
2023-01-07,"4520903079",sign up,new
2023-01-07,"4520916410",sign up,new
2023-01-07,"4521004676",sign up,transfer
2023-01-07,"4521020713",sign up,new
2023-01-08,"4522384148",sign up,new
2023-01-08,"4522714878",sign up,new
2023-01-08,"4522722570",sign up,new
2023-01-09,"4525217404",sign up,new
2023-01-09,"4525361906",sign up,transfer
2023-01-10,"4482985902",terminate,terminate
2023-01-10,"4526503597",sign up,new
2023-01-10,"4527094772",sign up,new
2023-01-11,"4527629327",sign up,new
2023-01-11,"4527924802",sign up,transfer
2023-01-12,"4530052115",sign up,new
2023-01-12,"4530052597",sign up,new
2023-01-13,"4531731675",sign up,transfer
2023-01-14,"4534314312",sign up,new
2023-01-14,"4534636961",sign up,new
2023-01-15,"4535237823",sign up,new
2023-01-15,"4536332079",sign up,transfer
2023-01-15,"4536599321",sign up,new
2023-01-15,"4537004028",sign up,new
2023-01-16,"4537004028",sign up,new
2023-01-16,"4537835462",sign up,new
2023-01-16,"4538252317",sign up,transfer
2023-01-16,"4538509069",sign up,new
2023-01-17,"4539860057",sign up,transfer
2023-01-17,"4540447544",sign up,new
2023-01-19,"4542975861",sign up,new
2023-01-19,"4544137357",sign up,new
2023-01-19,"4544166566",sign up,new
2023-01-20,"4544922398",sign up,transfer
2023-01-20,"4545292444",sign up,transfer
2023-01-24,"4552932101",sign up,new
2023-01-24,"4553219788",sign up,new
2023-01-24,"4553248861",sign up,new
2023-01-25,"4555247618",sign up,new
2023-01-26,"4556929204",sign up,new
2023-01-26,"4557098087",sign up,new
2023-01-27,"4558070984",sign up,new
2023-01-27,"4558126418",sign up,transfer
2023-01-27,"4558588414",sign up,transfer
2023-01-27,"4558632954",sign up,new
2023-01-28,"4560667653",sign up,transfer
2023-01-28,"4560735544",sign up,new
2023-01-28,"4560854950",sign up,transfer
2023-01-28,"4561157107",sign up,new
2023-02-01,"4451081226",terminate,terminate
2023-02-01,"4567074287",sign up,new
2023-02-01,"4567608447",sign up,transfer
2023-02-02,"4569346716",sign up,transfer
2023-02-02,"4569807759",sign up,new
2023-02-03,"4451081226",terminate,terminate
2023-02-03,"4571707351",sign up,new
2023-02-03,"4572008249",sign up,new
2023-01-31,"4565582412",sign up,new
2023-01-31,"4565671408",sign up,new
2023-01-31,"4566118440",sign up,transfer
2023-02-04,"4573120463",sign up,new
2023-02-04,"4573210045",sign up,transfer
2023-02-04,"4573228192",sign up,new
2023-02-04,"4573930662",sign up,new
2023-02-05,"4574149204",sign up,new
2023-02-05,"4575109223",sign up,transfer
2023-02-05,"4575949084",sign up,new
2023-02-06,"4572008249",sign up,new
2023-02-06,"4577100294",sign up,new
2023-02-06,"4577524912",sign up,new
2023-02-06,"4577571854",sign up,new
2023-02-07,"4573120463",sign up,new
2023-02-07,"4578940047",sign up,new
2023-02-07,"4579281834",sign up,new
2023-02-08,"4579989704",sign up,transfer
2023-02-08,"4580283119",sign up,new
2023-02-08,"4580886914",sign up,new
2023-02-08,"4581079639",sign up,new
2023-02-10,"4583754057",sign up,transfer
2023-02-10,"4584478099",sign up,new
2023-02-11,"4585280894",sign up,new
2023-02-11,"4586093290",sign up,transfer
2023-02-11,"4587010072",sign up,new
2023-02-13,"4590729562",sign up,new
2023-02-13,"4590856007",sign up,transfer
2023-02-13,"4590972020",sign up,new
2023-02-13,"4591100097",sign up,new
2023-02-14,"4591747835",sign up,new
2023-02-14,"4592527610",sign up,new
2023-02-15,"4594467075",sign up,new
2023-02-16,"4596380234",sign up,new
2023-02-16,"4596438044",sign up,new
2023-02-17,"4597236799",sign up,new
2023-02-17,"4597710728",sign up,new
2023-02-17,"4597991179",sign up,new
2023-02-17,"4598596094",sign up,new
2023-02-18,"4600201394",sign up,new
2023-02-19,"4601704498",sign up,transfer
2023-02-19,"4602141694",sign up,new
2023-02-21,"4458640056",sign up,transfer
2023-02-21,"4604607315",sign up,new
2023-02-21,"4606029196",sign up,new
2023-02-22,"4608290964",sign up,transfer
2023-02-22,"4608552560",sign up,new
2023-02-22,"4609248389",sign up,new
2023-02-24,"4598596094",sign up,new
2023-02-25,"4253069001",terminate,terminate
2023-02-25,"4614125613",sign up,transfer
2023-02-25,"4615060095",sign up,new
2023-02-26,"4616004245",sign up,new
2023-02-27,"4619421113",sign up,new
2023-02-27,"4619436386",sign up,new
2023-02-28,"4591100097",sign up,new
2023-02-28,"4621487791",sign up,new
2023-02-28,"4622387511",sign up,transfer
2023-02-28,"4622897992",sign up,new
2023-02-28,"4624902022",sign up,transfer
2023-02-23,"4590729562",sign up,new
2023-02-23,"4610423066",sign up,new
2023-02-20,"4603436294",sign up,new
2023-02-20,"4604607315",sign up,new
2023-02-20,"4605284586",sign up,transfer
2023-01-01,"4509424865",sign up,new
2023-01-01,"4509482752",sign up,new
2023-01-01,"4510199052",sign up,new
2023-01-02,"4511057820",sign up,new
2023-01-02,"4511151437",sign up,new
2023-01-03,"4512669728",sign up,new
2023-01-03,"4513062685",sign up,transfer
2023-01-03,"4513433924",sign up,new
2023-01-04,"4514393117",sign up,new
2023-01-04,"4515460106",sign up,new
2023-01-05,"4461498923",terminate,terminate
2023-01-05,"4516649789",sign up,new
2023-01-05,"4517000169",sign up,new
2023-01-05,"4517554431",sign up,new
2023-01-05,"4517557700",sign up,new
2023-01-06,"4461498923",terminate,terminate
2023-01-07,"4514393117",sign up,new
2023-01-07,"4519828596",sign up,new
2023-01-07,"4520343915",sign up,new
2023-01-07,"4520610062",sign up,new
2023-01-08,"4522589888",sign up,new
2023-01-08,"4522953874",sign up,new
2023-01-09,"4524666030",sign up,new
2023-01-09,"4524767268",sign up,new
2023-01-09,"4525366674",sign up,transfer
2023-01-09,"4525457452",sign up,new
2023-01-10,"4526033410",sign up,new
2023-01-10,"4526700367",sign up,transfer
2023-01-10,"4526899243",sign up,transfer
2023-01-10,"4527221010",sign up,new
2023-01-11,"4528007794",sign up,new
2023-01-11,"4528383289",sign up,new
2023-01-11,"4528603407",sign up,new
2023-01-11,"4528683677",sign up,new
2023-01-13,"4531938500",sign up,transfer
2023-01-14,"4533910743",sign up,transfer
2023-01-14,"4534309573",sign up,transfer
2023-01-14,"4534934513",sign up,transfer
2023-01-15,"4536337176",sign up,new
2023-01-15,"4536914298",sign up,new
2023-01-15,"4536929768",sign up,new
2023-01-16,"4537318415",sign up,new
2023-01-16,"4538623215",sign up,new
2023-01-17,"4540094437",sign up,new
2023-01-17,"4540160316",sign up,new
2023-01-18,"4541113978",sign up,new
2023-01-19,"4543482523",sign up,new
2023-01-19,"4544436620",sign up,new
2023-01-20,"4545148256",sign up,new
2023-01-20,"4545633670",sign up,transfer
2023-01-22,"4548971028",sign up,new
2023-01-22,"4549528528",sign up,new
2023-01-22,"4549824635",sign up,new
2023-01-22,"4550017920",sign up,new
2023-01-23,"4551247373",sign up,new
2023-01-24,"4552630512",sign up,transfer
2023-01-24,"4553861350",sign up,new
2023-01-25,"4555288464",sign up,new
2023-01-26,"4556202347",sign up,new
2023-01-26,"4557155375",sign up,transfer
2023-01-27,"4545148256",sign up,new
2023-01-27,"4558231284",sign up,new
2023-01-28,"4559733354",sign up,new
2023-01-28,"4560634097",sign up,new
2023-01-28,"4560768976",sign up,new
2023-01-29,"4562723064",sign up,new
2023-02-01,"4567351573",sign up,new
2023-02-01,"4567779893",sign up,new
2023-02-02,"4569068332",sign up,new
2023-02-02,"4569762002",sign up,transfer
2023-02-02,"4569775418",sign up,new
2023-02-03,"4571016069",sign up,transfer
2023-01-31,"4565891170",sign up,transfer
2023-01-31,"4566253197",sign up,transfer
2023-02-05,"4556203052",terminate,terminate
2023-02-05,"4574972187",sign up,new
2023-02-05,"4575176217",sign up,transfer
2023-02-05,"4575310516",sign up,new
2023-02-07,"4577991572",sign up,new
2023-02-08,"4577991572",sign up,new
2023-02-08,"4581000399",sign up,new
2023-02-09,"4581535297",sign up,new
2023-02-09,"4581541535",sign up,new
2023-02-09,"4582618484",sign up,new
2023-02-10,"4584388148",sign up,new
2023-02-11,"4585950494",sign up,new
2023-02-11,"4586509481",sign up,new
2023-02-11,"4586984541",sign up,new
2023-02-12,"4585950494",sign up,new
2023-02-12,"4587270894",sign up,new
2023-02-12,"4588511303",sign up,transfer
2023-02-12,"4588914706",sign up,transfer
2023-02-13,"4589384072",sign up,new
2023-02-13,"4590006419",sign up,new
2023-02-13,"4590730210",sign up,transfer
2023-02-13,"4590859035",sign up,new
2023-02-13,"4590898367",sign up,transfer
2023-02-13,"4591071101",sign up,transfer
2023-02-14,"4591780372",sign up,new
2023-02-14,"4591788057",sign up,transfer
2023-02-14,"4592836456",sign up,new
2023-02-16,"4594963051",sign up,transfer
2023-02-16,"4595420021",sign up,new
2023-02-16,"4595989994",sign up,new
2023-02-16,"4596514930",sign up,new
2023-02-16,"4596729390",sign up,new
2023-02-17,"4597889371",sign up,new
2023-02-18,"4599287039",sign up,new
2023-02-18,"4600158979",sign up,new
2023-02-18,"4601028759",sign up,new
2023-02-19,"4601512053",sign up,new
2023-02-19,"4601873049",sign up,new
2023-02-19,"4602419112",sign up,new
2023-02-21,"4606276079",sign up,new
2023-02-21,"4606575098",sign up,new
2023-02-22,"4607910868",sign up,new
2023-02-22,"4608322234",sign up,transfer
2023-02-22,"4608324069",sign up,transfer
2023-02-22,"4608404545",sign up,new
2023-02-22,"4608918507",sign up,transfer
2023-02-26,"4615866048",sign up,new
2023-02-26,"4615910656",sign up,new
2023-02-26,"4617240845",sign up,new
2023-02-27,"4618539441",sign up,transfer
2023-02-27,"4618839836",sign up,new
2023-02-27,"4619184085",sign up,new
2023-02-28,"4619999933",sign up,new
2023-02-28,"4620476507",sign up,new
2023-02-28,"4620744253",sign up,transfer
2023-02-28,"4621782651",sign up,new
2023-02-28,"4621885351",sign up,transfer
2023-02-28,"4622899068",sign up,new
2023-02-28,"4623143323",sign up,new
2023-02-28,"4615910656",sign up,new
2023-02-28,"4623977371",sign up,new
2023-02-23,"4610742370",sign up,new
2023-02-23,"4610855930",sign up,new
2023-02-20,"4603653563",sign up,new
2023-02-20,"4604218288",sign up,transfer
2023-02-20,"4604859806",sign up,new
2023-01-01,"4508990007",sign up,new
2023-01-02,"4511375660",sign up,transfer
2023-01-02,"4512057883",sign up,new
2023-01-02,"4512149075",sign up,new
2023-01-03,"4513131107",sign up,new
2023-01-04,"4514702008",sign up,new
2023-01-04,"4515227049",sign up,new
2023-01-05,"4516379317",sign up,new
2023-01-05,"4517244477",sign up,new
2023-01-05,"4517252650",sign up,new
2023-01-05,"4517388036",sign up,transfer
2023-01-05,"4517470900",sign up,new
2023-01-05,"4517491258",sign up,transfer
2023-01-06,"4518878891",sign up,new
2023-01-07,"4521109284",sign up,new
2023-01-07,"4521652505",sign up,transfer
2023-01-08,"4521781634",sign up,new
2023-01-08,"4523120512",sign up,new
2023-01-08,"4523336681",sign up,transfer
2023-01-09,"4524666337",sign up,new
2023-01-09,"4524764470",sign up,new
2023-01-09,"4525541918",sign up,new
2023-01-10,"4527363128",sign up,new
2023-01-11,"4527836183",sign up,new
2023-01-11,"4528152738",sign up,new
2023-01-11,"4528296966",sign up,new
2023-01-11,"4528781467",sign up,transfer
2023-01-12,"4529486442",sign up,transfer
2023-01-12,"4530300452",sign up,transfer
2023-01-12,"4530426547",sign up,transfer
2023-01-12,"4530980632",sign up,transfer
2023-01-13,"4365899671",sign up,new
2023-01-13,"4531852433",sign up,new
2023-01-14,"4533809099",sign up,new
2023-01-14,"4534407465",sign up,new
2023-01-16,"4530980632",sign up,transfer
2023-01-16,"4537073827",sign up,new
2023-01-16,"4538085990",sign up,transfer
2023-01-16,"4538191892",sign up,new
2023-01-17,"4539762124",sign up,new
2023-01-19,"4504751530",terminate,terminate
2023-01-19,"4544096528",sign up,new
2023-01-20,"4545874135",sign up,new
2023-01-22,"4549044992",sign up,new
2023-01-22,"4549059723",sign up,transfer
2023-01-22,"4549295725",sign up,transfer
2023-01-22,"4549908410",sign up,new
2023-01-23,"4551081533",sign up,new
2023-01-23,"4551669367",sign up,transfer
2023-01-23,"4551762037",sign up,new
2023-01-23,"4551796044",sign up,new
2023-01-23,"4551825631",sign up,new
2023-01-24,"4552885667",sign up,new
2023-01-24,"4553807100",sign up,new
2023-01-25,"4555039222",sign up,new
2023-01-26,"4549908410",sign up,new
2023-01-26,"4557310659",sign up,transfer
2023-01-27,"4558471741",sign up,transfer
2023-01-28,"4560839379",sign up,transfer
2023-01-29,"4562360984",sign up,new
2023-01-30,"4562360984",sign up,new
2023-01-30,"4563933345",sign up,new
2023-01-30,"4564621614",sign up,transfer
2023-01-30,"4564780502",sign up,transfer
2023-02-01,"4567882810",sign up,transfer
2023-02-01,"4567978385",sign up,new
2023-02-01,"4567980141",sign up,new
2023-02-02,"4569842087",sign up,new
2023-02-02,"4570134134",sign up,transfer
2023-02-03,"4571179662",sign up,new
2023-02-03,"4571216875",sign up,transfer
2023-02-03,"4571411502",sign up,transfer
2023-01-31,"4566539942",sign up,new
2023-02-04,"4247432672",terminate,terminate
2023-02-04,"4573638930",sign up,new
2023-02-05,"4571179662",sign up,new
2023-02-05,"4575371958",sign up,new
2023-02-05,"4575482525",sign up,new
2023-02-05,"4575586296",sign up,new
2023-02-05,"4575869631",sign up,new
2023-02-06,"4575371958",sign up,new
2023-02-06,"4577021266",sign up,new
2023-02-06,"4577642077",sign up,new
2023-02-08,"4580333044",sign up,transfer
2023-02-09,"4502806885",terminate,terminate
2023-02-09,"4582661841",sign up,transfer
2023-02-09,"4582942579",sign up,transfer
2023-02-10,"4584257807",sign up,new
2023-02-10,"4584461309",sign up,transfer
2023-02-10,"4584528512",sign up,new
2023-02-11,"4585524571",sign up,new
2023-02-11,"4586674316",sign up,transfer
2023-02-11,"4586719839",sign up,new
2023-02-11,"4586896747",sign up,new
2023-02-12,"4588642885",sign up,transfer
2023-02-12,"4588927309",sign up,new
2023-02-13,"4589919814",sign up,new
2023-02-13,"4590567679",sign up,new
2023-02-13,"4590809522",sign up,transfer
2023-02-14,"4586896747",sign up,new
2023-02-14,"4591175882",sign up,new
2023-02-14,"4591180958",sign up,new
2023-02-14,"4591800943",sign up,transfer
2023-02-14,"4592941429",sign up,new
2023-02-15,"4594907217",sign up,transfer
2023-02-16,"4473302440",terminate,terminate
2023-02-16,"4595388204",sign up,new
2023-02-16,"4596248047",sign up,new
2023-02-16,"4596392291",sign up,new
2023-02-16,"4596796589",sign up,new
2023-02-17,"4597973184",sign up,new
2023-02-18,"4599518287",sign up,transfer
2023-02-18,"4600048341",sign up,new
2023-02-18,"4600677963",sign up,new
2023-02-19,"4601301424",sign up,new
2023-02-19,"4601539680",sign up,new
2023-02-19,"4601541784",sign up,transfer
2023-02-19,"4601659710",sign up,new
2023-02-19,"4601772509",sign up,new
2023-02-19,"4602346165",sign up,new
2023-02-21,"4605363549",sign up,new
2023-02-22,"4591180958",sign up,new
2023-02-22,"4608286436",sign up,new
2023-02-24,"4613432018",sign up,transfer
2023-02-26,"4615911426",sign up,transfer
2023-02-27,"4619032149",sign up,transfer
2023-02-27,"4619098061",sign up,new
2023-02-27,"4619788161",sign up,transfer
2023-02-28,"4621222771",sign up,new
2023-02-28,"4621223531",sign up,new
2023-02-28,"4622189280",sign up,transfer
2023-02-28,"4623330431",sign up,transfer
2023-02-28,"4623345573",sign up,new
2023-02-28,"4623770723",sign up,new
2023-02-28,"4588642885",terminate,terminate
2023-02-28,"4623770723",sign up,new
2023-02-23,"4611115781",sign up,new
2023-02-20,"4603653374",sign up,new
2023-02-20,"4604632949",sign up,new
2023-01-01,"4509670101",sign up,new
2023-01-02,"4511007729",sign up,transfer
2023-01-02,"4511267994",sign up,new
2023-01-02,"4511621482",sign up,new
2023-01-02,"4511797300",sign up,new
2023-01-02,"4512093269",sign up,new
2023-01-03,"4354910694",sign up,new
2023-01-03,"4513043790",sign up,new
2023-01-03,"4513405205",sign up,new
2023-01-03,"4513918110",sign up,new
2023-01-04,"4515809804",sign up,new
2023-01-05,"4516498642",sign up,new
2023-01-05,"4516629778",sign up,new
2023-01-05,"4516851986",sign up,new
2023-01-05,"4517805345",sign up,new
2023-01-06,"4516498642",sign up,new
2023-01-08,"4522278899",sign up,transfer
2023-01-08,"4523336000",sign up,new
2023-01-09,"4524671351",sign up,new
2023-01-09,"4524762750",sign up,new
2023-01-10,"4526140939",sign up,new
2023-01-13,"4531759896",sign up,new
2023-01-13,"4532036275",sign up,transfer
2023-01-13,"4532688668",sign up,new
2023-01-14,"4533129166",sign up,new
2023-01-14,"4534189056",sign up,new
2023-01-15,"4536196438",sign up,new
2023-01-15,"4536696958",sign up,new
2023-01-16,"4537132379",sign up,new
2023-01-16,"4538619737",sign up,transfer
2023-01-17,"4539719244",sign up,new
2023-01-17,"4539727543",sign up,new
2023-01-18,"4539719244",sign up,new
2023-01-19,"4543830463",sign up,new
2023-01-19,"4544222605",sign up,new
2023-01-20,"4544682303",sign up,new
2023-01-20,"4545619645",sign up,new
2023-01-20,"4545822374",sign up,new
2023-01-21,"4547288451",sign up,new
2023-01-21,"4547388654",sign up,new
2023-01-21,"4547418735",sign up,new
2023-01-22,"4547288451",sign up,new
2023-01-23,"4551736639",sign up,new
2023-01-24,"4552562056",sign up,transfer
2023-01-25,"4554023472",sign up,new
2023-01-25,"4554536300",sign up,new
2023-01-25,"4554619279",sign up,transfer
2023-01-26,"4556560129",sign up,new
2023-01-26,"4557061025",sign up,new
2023-01-28,"4560067093",sign up,transfer
2023-01-29,"4562654152",sign up,new
2023-01-30,"4563715330",sign up,new
2023-01-30,"4564585592",sign up,new
2023-02-01,"4347094355",sign up,new
2023-02-01,"4567453940",sign up,transfer
2023-02-01,"4567936922",sign up,new
2023-02-01,"4568021522",sign up,new
2023-02-01,"4568319825",sign up,new
2023-02-03,"4571592346",sign up,new
2023-01-31,"4565928947",sign up,new
2023-02-04,"4573146257",sign up,new
2023-02-05,"4574649062",sign up,new
2023-02-05,"4574826417",sign up,new
2023-02-05,"4574950772",sign up,new
2023-02-06,"4576888467",sign up,new
2023-02-06,"4577236341",sign up,transfer
2023-02-06,"4577257422",sign up,new
2023-02-07,"4578647911",sign up,new
2023-02-07,"4578650363",sign up,new
2023-02-07,"4578826422",sign up,transfer
2023-02-07,"4578842961",sign up,transfer
2023-02-08,"4565928947",sign up,new
2023-02-08,"4580831416",sign up,new
2023-02-08,"4581218829",sign up,new
2023-02-10,"4583831824",sign up,new
2023-02-10,"4584685779",sign up,new
2023-02-11,"4585614406",sign up,new
2023-02-12,"4587851976",sign up,new
2023-02-12,"4587863332",sign up,new
2023-02-12,"4589082625",sign up,new
2023-02-13,"4581218829",sign up,new
2023-02-13,"4589332854",sign up,new
2023-02-13,"4590714451",sign up,new
2023-02-13,"4590734033",sign up,transfer
2023-02-13,"4590745171",sign up,new
2023-02-13,"4590898716",sign up,transfer
2023-02-13,"4590967196",sign up,transfer
2023-02-13,"4591077346",sign up,new
2023-02-14,"4591948541",sign up,transfer
2023-02-14,"4592731811",sign up,transfer
2023-02-16,"4596038050",sign up,new
2023-02-16,"4596137679",sign up,new
2023-02-17,"4598399752",sign up,new
2023-02-18,"4599709366",sign up,new
2023-02-18,"4600128062",sign up,new
2023-02-18,"4600288115",sign up,new
2023-02-18,"4600549451",sign up,new
2023-02-18,"4601027734",sign up,new
2023-02-19,"4601660895",sign up,new
2023-02-19,"4602322145",sign up,new
2023-02-19,"4603015219",sign up,new
2023-02-19,"4603036711",sign up,transfer
2023-02-19,"4603139679",sign up,transfer
2023-02-21,"4606166744",sign up,transfer
2023-02-22,"4607503264",sign up,new
2023-02-22,"4608258944",sign up,new
2023-02-24,"4612032974",sign up,new
2023-02-24,"4612320679",sign up,transfer
2023-02-24,"4612731594",sign up,transfer
2023-02-24,"4613207799",sign up,new
2023-02-26,"4613207799",sign up,new
2023-02-28,"4620672479",sign up,new
2023-02-28,"4621354170",sign up,transfer
2023-02-28,"4623669698",sign up,new
2023-02-28,"4624166761",sign up,new
2023-02-28,"4624950072",sign up,new
2023-02-28,"4625149245",sign up,new
2023-02-28,"4625490934",sign up,new
2023-02-23,"4610182149",sign up,new
2023-02-23,"4610503989",sign up,new
2023-02-23,"4610672156",sign up,new
2023-02-23,"4610768619",sign up,new
2023-02-23,"4611126572",sign up,new
2023-02-20,"4603936636",sign up,transfer
2023-02-20,"4605223303",sign up,transfer
2023-01-01,"4509801422",sign up,new
2023-01-01,"4509955295",sign up,transfer
2023-01-01,"4510133863",sign up,new
2023-01-02,"4511228999",sign up,transfer
2023-01-02,"4511246902",sign up,transfer
2023-01-02,"4512281004",sign up,new
2023-01-03,"4513496605",sign up,new
2023-01-04,"4514527679",sign up,new
2023-01-04,"4514906258",sign up,new
2023-01-05,"4515970264",sign up,new
2023-01-05,"4516881442",sign up,new
2023-01-05,"4517137166",sign up,new
2023-01-05,"4517153034",sign up,new
2023-01-06,"4517999020",sign up,new
2023-01-06,"4518610036",sign up,new
2023-01-06,"4519723544",sign up,new
2023-01-07,"4520117279",sign up,transfer
2023-01-07,"4520567845",sign up,new
2023-01-07,"4520878163",sign up,new
2023-01-08,"4522477343",sign up,transfer
2023-01-08,"4522666270",sign up,new
2023-01-08,"4522905543",sign up,new
2023-01-08,"4523685397",sign up,new
2023-01-09,"4357230162",sign up,new
2023-01-09,"4524208297",sign up,new
2023-01-09,"4524297832",sign up,new
2023-01-10,"4526498473",sign up,new
2023-01-10,"4527203957",sign up,transfer
2023-01-11,"4519723544",sign up,new
2023-01-12,"4529949800",sign up,new
2023-01-12,"4530382754",sign up,new
2023-01-13,"4532365646",sign up,new
2023-01-13,"4532908296",sign up,new
2023-01-14,"4534298473",sign up,new
2023-01-16,"4331426157",sign up,new
2023-01-16,"4537316143",sign up,new
2023-01-16,"4538094305",sign up,new
2023-01-19,"4543753893",sign up,new
2023-01-21,"4359547149",terminate,terminate
2023-01-21,"4546624047",sign up,new
2023-01-21,"4547625077",sign up,new
2023-01-22,"4549356049",sign up,new
2023-01-23,"4551487171",sign up,transfer
2023-01-26,"4556497659",sign up,new
2023-01-29,"4561831791",sign up,transfer
2023-01-29,"4562394837",sign up,new
2023-01-29,"4562989735",sign up,new
2023-01-30,"4564044365",sign up,new
2023-01-30,"4564158673",sign up,new
2023-02-01,"4567697564",sign up,new
2023-02-01,"4567963676",sign up,transfer
2023-02-02,"4564044365",sign up,new
2023-01-31,"4566070193",sign up,new
2023-02-04,"4573311832",sign up,transfer
2023-02-05,"4575236473",sign up,transfer
2023-02-05,"4575874487",sign up,new
2023-02-05,"4575892180",sign up,transfer
2023-02-07,"4577998455",sign up,transfer
2023-02-07,"4578428420",sign up,new
2023-02-07,"4579341640",sign up,new
2023-02-08,"4480181297",sign up,new
2023-02-08,"4579792004",sign up,new
2023-02-09,"4581777359",sign up,new
2023-02-09,"4583302834",sign up,transfer
2023-02-10,"4575874487",sign up,new
2023-02-10,"4583719549",sign up,new
2023-02-10,"4584542579",sign up,new
2023-02-10,"4584548307",sign up,new
2023-02-10,"4584959654",sign up,new
2023-02-11,"4586870619",sign up,new
2023-02-11,"4586933045",sign up,new
2023-02-11,"4587143308",sign up,transfer
2023-02-12,"4587718204",sign up,new
2023-02-12,"4588525077",sign up,new
2023-02-13,"4589459645",sign up,new
2023-02-13,"4590708154",sign up,new
2023-02-13,"4590874876",sign up,transfer
2023-02-13,"4591100946",sign up,transfer
2023-02-14,"4390041846",terminate,terminate
2023-02-14,"4591255669",sign up,transfer
2023-02-14,"4591452594",sign up,new
2023-02-14,"4591605295",sign up,transfer
2023-02-14,"4592064992",sign up,new
2023-02-14,"4592202285",sign up,new
2023-02-14,"4592446448",sign up,transfer
2023-02-14,"4592939346",sign up,new
2023-02-15,"4593084203",sign up,new
2023-02-15,"4593253849",sign up,transfer
2023-02-16,"4595569994",sign up,transfer
2023-02-16,"4596716047",sign up,new
