"REPORT_DATE","SERVICE_ID","SERVICE_NAME","SERVICE"
2023-01-24,"4553476655",plan 4,mobile
2023-01-25,"4360760662",plan 2,mobile
2023-01-25,"4364150497",plan 4,mobile
2023-01-25,"4451356127",plan 4,mobile
2023-01-26,"4362620392",plan 4,mobile
2023-01-26,"4498470690",plan 4,mobile
2023-01-27,"4367492588",plan 4,mobile
2023-01-28,"4404925171",plan 4,mobile
2023-01-28,"4456455767",plan 4,mobile
2023-01-29,"4254796766",plan 4,mobile
2023-01-29,"4285662370",plan 4,mobile
2023-01-30,"4370561599",plan 4,mobile
2023-01-30,"4459182025",plan 4,mobile
2023-01-30,"4459921119",plan 4,mobile
2023-02-01,"4270305346",plan 4,mobile
2023-02-01,"4279227667",plan 2,mobile
2023-02-01,"4568351145",plan 4,mobile
2023-02-02,"4275651453",plan 4,mobile
2023-02-02,"4371021981",plan 4,mobile
2023-02-02,"4511552598",plan 4,mobile
2023-02-03,"4417084583",plan 4,mobile
2023-02-03,"4571243058",plan 4,mobile
2023-01-31,"4507630099",plan 4,mobile
2023-02-04,"4253300741",plan 2,mobile
2023-02-04,"4285952029",plan 4,mobile
2023-02-04,"4466177959",plan 4,mobile
2023-02-05,"4344605061",plan 4,mobile
2023-02-05,"4466546031",plan 4,mobile
2023-02-05,"4516460391",plan 4,mobile
2023-02-05,"4516895441",plan 4,mobile
2023-02-06,"4345134848",plan 4,mobile
2023-02-06,"4577018054",plan 4,mobile
2023-02-07,"4423919945",plan 4,mobile
2023-02-08,"4253415075",plan 4,mobile
2023-02-08,"4521939491",plan 4,mobile
2023-02-09,"4253181922",plan 2,mobile
2023-02-09,"4466778012",plan 4,mobile
2023-02-09,"4471891121",plan 4,mobile
2023-02-09,"4524162405",plan 4,mobile
2023-02-09,"4537507069",plan 4,mobile
2023-02-09,"4582095799",plan 4,mobile
2023-02-09,"4583210459",plan 5,mobile
2023-02-10,"4255172570",plan 2,mobile
2023-02-10,"4290290954",plan 6,mobile
2023-02-10,"4429277859",plan 4,mobile
2023-02-10,"4473924400",plan 4,mobile
2023-02-10,"4474424170",plan 4,mobile
2023-02-10,"4584254595",plan 4,mobile
2023-02-10,"4584461925",plan 4,mobile
2023-02-11,"4325453912",plan 4,mobile
2023-02-11,"4384704440",plan 4,mobile
2023-02-11,"4384895989",plan 4,mobile
2023-02-12,"4253181922",plan 2,mobile
2023-02-12,"4258095921",plan 4,mobile
2023-02-12,"4386311547",plan 4,mobile
2023-02-12,"4433466024",plan 4,mobile
2023-02-12,"4530524952",plan 4,mobile
2023-02-12,"4588456953",plan 4,mobile
2023-02-13,"4306675400",plan 4,mobile
2023-02-13,"4589667282",plan 4,mobile
2023-02-13,"4591082626",plan 4,mobile
2023-02-14,"4252798049",plan 2,mobile
2023-02-14,"4480326884",plan 4,mobile
2023-02-14,"4591191650",plan 4,mobile
2023-02-14,"4591715057",plan 4,mobile
2023-02-14,"4592062258",plan 5,mobile
2023-02-14,"4592301060",plan 4,mobile
2023-02-15,"4253035821",plan 4,mobile
2023-02-15,"4253040981",plan 2,mobile
2023-02-15,"4253045128",plan 2,mobile
2023-02-15,"4288806378",plan 4,mobile
2023-02-15,"4389629705",plan 4,mobile
2023-02-15,"4594196239",plan 4,mobile
2023-02-15,"4594878614",plan 4,mobile
2023-02-16,"4253156479",plan 2,mobile
2023-02-16,"4253181922",plan 2,mobile
2023-02-16,"4260021722",plan 4,mobile
2023-02-16,"4309494659",plan 4,mobile
2023-02-16,"4391073217",plan 4,mobile
2023-02-16,"4391439096",plan 4,mobile
2023-02-16,"4537507069",plan 4,mobile
2023-02-16,"4537605932",plan 4,mobile
2023-02-17,"4391792875",plan 4,mobile
2023-02-17,"4392062359",plan 4,mobile
2023-02-17,"4597926351",plan 4,mobile
2023-02-17,"4598193660",plan 4,mobile
2023-02-18,"4294103820",plan 4,mobile
2023-02-18,"4330062225",plan 4,mobile
2023-02-18,"4542087528",plan 4,mobile
2023-02-19,"4317050901",plan 6,mobile
2023-02-19,"4443590947",plan 4,mobile
2023-02-19,"4601648206",plan 4,mobile
2023-02-19,"4602932564",plan 4,mobile
2023-02-21,"4253630518",plan 2,mobile
2023-02-22,"4283818402",plan 4,mobile
2023-02-22,"4333275658",plan 4,mobile
2023-02-22,"4400105760",plan 2,mobile
2023-02-24,"4273012226",plan 4,mobile
2023-02-24,"4553476655",plan 4,mobile
2023-02-24,"4611694631",plan 4,mobile
2023-02-24,"4612518349",plan 6,mobile
2023-02-24,"4613130839",plan 4,mobile
2023-02-25,"4364150497",plan 4,mobile
2023-02-25,"4451356127",plan 4,mobile
2023-02-25,"4614061924",plan 4,mobile
2023-02-25,"4614787708",plan 4,mobile
2023-02-26,"4360760662",plan 2,mobile
2023-02-26,"4362620392",plan 4,mobile
2023-02-26,"4498470690",plan 4,mobile
2023-02-27,"4367492588",plan 4,mobile
2023-02-28,"4306675400",plan 4,mobile
2023-02-28,"4404925171",plan 4,mobile
2023-02-28,"4456455767",plan 4,mobile
2023-02-28,"4254796766",plan 4,mobile
2023-02-28,"4285662370",plan 4,mobile
2023-02-28,"4623665758",plan 4,mobile
2023-02-28,"4370561599",plan 4,mobile
2023-02-28,"4459182025",plan 4,mobile
2023-02-28,"4459921119",plan 4,mobile
2023-02-28,"4507630099",plan 4,mobile
2023-02-23,"4493856420",plan 4,mobile
2023-02-23,"4611055612",plan 4,mobile
2023-02-20,"4396685433",plan 4,mobile
2023-02-20,"4488842348",plan 4,mobile
2023-02-20,"4489257307",plan 4,mobile
2023-01-01,"4318570012",plan 4,mobile
2023-01-01,"4371849704",plan 4,mobile
2023-01-01,"4461648837",plan 4,mobile
2023-01-02,"4264311792",plan 4,mobile
2023-01-02,"4341454957",plan 4,mobile
2023-01-02,"4463002211",plan 4,mobile
2023-01-02,"4511303202",plan 5,mobile
2023-01-03,"4264426785",plan 2,mobile
2023-01-03,"4319090862",plan 4,mobile
2023-01-03,"4342052762",plan 4,mobile
2023-01-03,"4418295549",plan 4,mobile
2023-01-03,"4513044374",plan 4,mobile
2023-01-03,"4514019540",plan 4,mobile
2023-01-04,"4255817088",plan 4,mobile
2023-01-04,"4515410266",plan 5,mobile
2023-01-06,"4377684877",plan 4,mobile
2023-01-06,"4468155600",plan 4,mobile
2023-01-06,"4468563755",plan 4,mobile
2023-01-07,"4322979553",plan 4,mobile
2023-01-08,"4289074999",plan 4,mobile
2023-01-08,"4305193472",plan 2,mobile
2023-01-08,"4341851732",plan 4,mobile
2023-01-09,"4473496672",plan 5,mobile
2023-01-10,"4324873960",plan 4,mobile
2023-01-10,"4324912941",plan 4,mobile
2023-01-10,"4474612813",plan 4,mobile
2023-01-10,"4474641939",plan 4,mobile
2023-01-11,"4350257512",plan 4,mobile
2023-01-12,"4253294217",plan 4,mobile
2023-01-12,"4267731632",plan 4,mobile
2023-01-12,"4431762106",plan 4,mobile
2023-01-12,"4530935466",plan 4,mobile
2023-01-13,"4387226408",plan 4,mobile
2023-01-13,"4479566807",plan 5,mobile
2023-01-13,"4531532788",plan 4,mobile
2023-01-14,"4534932376",plan 4,mobile
2023-01-15,"4253061970",plan 4,mobile
2023-01-15,"4481731120",plan 4,mobile
2023-01-15,"4482590773",plan 4,mobile
2023-01-15,"4536888168",plan 4,mobile
2023-01-16,"4253146283",plan 4,mobile
2023-01-16,"4253149256",plan 4,mobile
2023-01-16,"4253213540",plan 4,mobile
2023-01-16,"4253220409",plan 4,mobile
2023-01-16,"4253269103",plan 2,mobile
2023-01-16,"4484146744",plan 4,mobile
2023-01-17,"4356323058",plan 4,mobile
2023-01-17,"4438833602",plan 6,mobile
2023-01-17,"4484685993",plan 6,mobile
2023-01-17,"4540058861",plan 4,mobile
2023-01-18,"4253546323",plan 2,mobile
2023-01-18,"4280343415",plan 4,mobile
2023-01-18,"4280466362",plan 4,mobile
2023-01-18,"4353345541",plan 4,mobile
2023-01-18,"4356806345",plan 4,mobile
2023-01-18,"4392545531",plan 4,mobile
2023-01-19,"4253611360",plan 6,mobile
2023-01-19,"4473496672",plan 5,mobile
2023-01-19,"4544316120",plan 4,mobile
2023-01-19,"4544388392",plan 5,mobile
2023-01-20,"4442594852",plan 4,mobile
2023-01-20,"4544942957",plan 4,mobile
2023-01-21,"4253959440",plan 2,mobile
2023-01-21,"4253981248",plan 2,mobile
2023-01-21,"4332755655",plan 4,mobile
2023-01-21,"4491044788",plan 4,mobile
2023-01-21,"4548071541",plan 5,mobile
2023-01-22,"4282466286",plan 2,mobile
2023-01-22,"4333613035",plan 4,mobile
2023-01-22,"4399606100",plan 4,mobile
2023-01-23,"4321145737",plan 4,mobile
2023-01-23,"4362148357",plan 6,mobile
2023-01-23,"4401597290",plan 4,mobile
2023-01-23,"4447823540",plan 4,mobile
2023-01-23,"4448238654",plan 4,mobile
2023-01-23,"4551972451",plan 4,mobile
2023-01-24,"4254386279",plan 2,mobile
2023-01-24,"4450437121",plan 5,mobile
2023-01-25,"4253103214",plan 2,mobile
2023-01-25,"4253155931",plan 2,mobile
2023-01-25,"4273345317",plan 4,mobile
2023-01-25,"4452004789",plan 4,mobile
2023-01-25,"4555153725",plan 4,mobile
2023-01-26,"4262021240",plan 4,mobile
2023-01-26,"4405288240",plan 4,mobile
2023-01-26,"4406261303",plan 4,mobile
2023-01-26,"4499753772",plan 4,mobile
2023-01-26,"4556285994",plan 5,mobile
2023-01-26,"4557308238",plan 4,mobile
2023-01-27,"4254766649",plan 2,mobile
2023-01-27,"4272852344",plan 2,mobile
2023-01-28,"4503284067",plan 5,mobile
2023-01-29,"4561993795",plan 4,mobile
2023-02-01,"4318570012",plan 4,mobile
2023-02-01,"4371849704",plan 4,mobile
2023-02-01,"4461648837",plan 4,mobile
2023-02-01,"4567540642",plan 4,mobile
2023-02-02,"4264311792",plan 4,mobile
2023-02-02,"4341454957",plan 4,mobile
2023-02-02,"4463002211",plan 4,mobile
2023-02-02,"4511303202",plan 5,mobile
2023-02-03,"4264426785",plan 2,mobile
2023-02-03,"4319090862",plan 4,mobile
2023-02-03,"4342052762",plan 4,mobile
2023-02-03,"4418295549",plan 4,mobile
2023-02-03,"4513044374",plan 4,mobile
2023-02-03,"4514019540",plan 4,mobile
2023-02-04,"4255817088",plan 4,mobile
2023-02-04,"4515410266",plan 5,mobile
2023-02-04,"4573322808",plan 4,mobile
2023-02-06,"4377684877",plan 4,mobile
2023-02-06,"4468155600",plan 4,mobile
2023-02-06,"4468563755",plan 4,mobile
2023-02-07,"4322979553",plan 4,mobile
2023-02-08,"4289074999",plan 4,mobile
2023-02-08,"4305193472",plan 2,mobile
2023-02-08,"4341851732",plan 4,mobile
2023-02-09,"4583109869",plan 4,mobile
2023-02-09,"4583201119",plan 4,mobile
2023-02-10,"4324873960",plan 4,mobile
2023-02-10,"4324912941",plan 4,mobile
2023-02-10,"4362148357",plan 6,mobile
2023-02-10,"4583370309",plan 4,mobile
2023-02-11,"4350257512",plan 4,mobile
2023-02-12,"4267731632",plan 4,mobile
2023-02-12,"4431762106",plan 4,mobile
2023-02-13,"4387226408",plan 4,mobile
2023-02-13,"4479566807",plan 5,mobile
2023-02-13,"4531532788",plan 4,mobile
2023-02-13,"4590812267",plan 4,mobile
2023-02-13,"4591173358",plan 4,mobile
2023-02-14,"4273345317",plan 4,mobile
2023-02-14,"4534932376",plan 4,mobile
2023-02-14,"4591188760",plan 4,mobile
2023-02-14,"4591191787",plan 5,mobile
2023-02-14,"4592041164",plan 4,mobile
2023-02-15,"4253061970",plan 4,mobile
2023-02-15,"4481731120",plan 4,mobile
2023-02-15,"4482590773",plan 4,mobile
2023-02-15,"4536888168",plan 4,mobile
2023-02-15,"4593430860",plan 4,mobile
2023-02-15,"4593458895",plan 4,mobile
2023-02-16,"4253146283",plan 4,mobile
2023-02-16,"4253149256",plan 4,mobile
2023-02-16,"4253213540",plan 4,mobile
2023-02-16,"4253220409",plan 4,mobile
2023-02-16,"4253269103",plan 2,mobile
2023-02-16,"4484146744",plan 4,mobile
2023-02-16,"4595901543",plan 4,mobile
2023-02-16,"4596015859",plan 4,mobile
2023-02-17,"4356323058",plan 4,mobile
2023-02-17,"4438833602",plan 6,mobile
2023-02-17,"4474641939",plan 4,mobile
2023-02-17,"4484685993",plan 6,mobile
2023-02-17,"4540058861",plan 4,mobile
2023-02-18,"4253546323",plan 2,mobile
2023-02-18,"4280343415",plan 4,mobile
2023-02-18,"4280466362",plan 4,mobile
2023-02-18,"4353345541",plan 4,mobile
2023-02-18,"4356806345",plan 4,mobile
2023-02-18,"4392545531",plan 4,mobile
2023-02-18,"4599271796",plan 4,mobile
2023-02-18,"4600306856",plan 4,mobile
2023-02-19,"4253611360",plan 6,mobile
2023-02-19,"4544316120",plan 4,mobile
2023-02-19,"4601624538",plan 4,mobile
2023-02-21,"4253959440",plan 2,mobile
2023-02-21,"4253981248",plan 2,mobile
2023-02-21,"4332755655",plan 4,mobile
2023-02-21,"4491044788",plan 4,mobile
2023-02-21,"4605491401",plan 4,mobile
2023-02-21,"4606538884",plan 4,mobile
2023-02-22,"4282466286",plan 2,mobile
2023-02-22,"4333613035",plan 4,mobile
2023-02-22,"4399606100",plan 4,mobile
2023-02-24,"4254386279",plan 2,mobile
2023-02-24,"4447823540",plan 4,mobile
2023-02-24,"4450437121",plan 5,mobile
2023-02-24,"4612882888",plan 4,mobile
2023-02-25,"4253155931",plan 2,mobile
2023-02-25,"4273345317",plan 4,mobile
2023-02-25,"4452004789",plan 4,mobile
2023-02-25,"4555153725",plan 4,mobile
2023-02-26,"4253103214",plan 2,mobile
2023-02-26,"4262021240",plan 4,mobile
2023-02-26,"4405288240",plan 4,mobile
2023-02-26,"4406261303",plan 4,mobile
2023-02-26,"4499753772",plan 4,mobile
2023-02-26,"4556285994",plan 5,mobile
2023-02-26,"4557308238",plan 4,mobile
2023-02-27,"4254766649",plan 2,mobile
2023-02-27,"4272852344",plan 2,mobile
2023-02-28,"4503284067",plan 5,mobile
2023-02-28,"4548071541",plan 5,mobile
2023-02-28,"4621233059",plan 4,mobile
2023-02-28,"4561993795",plan 4,mobile
2023-02-28,"4625017577",plan 5,mobile
2023-02-23,"4321145737",plan 4,mobile
2023-02-23,"4401597290",plan 4,mobile
2023-02-23,"4448238654",plan 4,mobile
2023-02-23,"4536888168",plan 4,mobile
2023-02-23,"4551972451",plan 4,mobile
2023-02-20,"4442594852",plan 4,mobile
2023-02-20,"4544388392",plan 5,mobile
2023-02-20,"4544942957",plan 4,mobile
2023-01-01,"4414177691",plan 4,mobile
2023-01-01,"4461282205",plan 4,mobile
2023-01-01,"4510246904",plan 4,mobile
2023-01-01,"4510448725",plan 4,mobile
2023-01-02,"4511077427",plan 5,mobile
2023-01-02,"4512077827",plan 4,mobile
2023-01-03,"4264591117",plan 4,mobile
2023-01-03,"4302276853",plan 2,mobile
2023-01-03,"4374109287",plan 4,mobile
2023-01-03,"4374419100",plan 4,mobile
2023-01-03,"4374506633",plan 4,mobile
2023-01-03,"4463595156",plan 4,mobile
2023-01-04,"4287383762",plan 4,mobile
2023-01-04,"4302961067",plan 2,mobile
2023-01-04,"4319315673",plan 4,mobile
2023-01-04,"4375008844",plan 4,mobile
2023-01-05,"4278122811",plan 4,mobile
2023-01-05,"4466475281",plan 4,mobile
2023-01-05,"4516785668",plan 4,mobile
2023-01-05,"4517611096",plan 4,mobile
2023-01-06,"4423237499",plan 4,mobile
2023-01-06,"4519524401",plan 4,mobile
2023-01-07,"4322859980",plan 4,mobile
2023-01-07,"4375859129",plan 4,mobile
2023-01-07,"4424717761",plan 4,mobile
2023-01-07,"4469607404",plan 4,mobile
2023-01-07,"4469607789",plan 4,mobile
2023-01-07,"4519847532",plan 4,mobile
2023-01-07,"4521456902",plan 4,mobile
2023-01-08,"4344985017",plan 4,mobile
2023-01-08,"4380927394",plan 4,mobile
2023-01-08,"4471957776",plan 4,mobile
2023-01-08,"4523332648",plan 4,mobile
2023-01-09,"4472876293",plan 4,mobile
2023-01-10,"4382816929",plan 4,mobile
2023-01-10,"4473874248",plan 4,mobile
2023-01-11,"4323664553",plan 4,mobile
2023-01-11,"4430482782",plan 4,mobile
2023-01-11,"4476590424",plan 4,mobile
2023-01-11,"4528628094",plan 4,mobile
2023-01-12,"4258070172",plan 4,mobile
2023-01-12,"4382343707",plan 4,mobile
2023-01-12,"4431484448",plan 4,mobile
2023-01-12,"4530351455",plan 4,mobile
2023-01-13,"4258361520",plan 2,mobile
2023-01-13,"4258505464",plan 4,mobile
2023-01-13,"4324398094",plan 4,mobile
2023-01-13,"4434775394",plan 4,mobile
2023-01-13,"4478778547",plan 5,mobile
2023-01-14,"4351784009",plan 4,mobile
2023-01-14,"4435530112",plan 4,mobile
2023-01-15,"4253040687",plan 2,mobile
2023-01-15,"4253070691",plan 2,mobile
2023-01-15,"4253088528",plan 2,mobile
2023-01-15,"4292636885",plan 2,mobile
2023-01-15,"4535365103",plan 4,mobile
2023-01-16,"4438911295",plan 4,mobile
2023-01-16,"4483762241",plan 4,mobile
2023-01-16,"4484057578",plan 4,mobile
2023-01-16,"4484294937",plan 4,mobile
2023-01-16,"4537771095",plan 4,mobile
2023-01-17,"4253197578",plan 2,mobile
2023-01-17,"4328757695",plan 4,mobile
2023-01-17,"4439887114",plan 4,mobile
2023-01-18,"4253554395",plan 4,mobile
2023-01-18,"4441922794",plan 4,mobile
2023-01-18,"4541929056",plan 4,mobile
2023-01-19,"4253563888",plan 4,mobile
2023-01-19,"4356617589",plan 2,mobile
2023-01-19,"4393365804",plan 4,mobile
2023-01-19,"4487825991",plan 4,mobile
2023-01-20,"4391209670",plan 4,mobile
2023-01-20,"4444690854",plan 4,mobile
2023-01-20,"4445340683",plan 4,mobile
2023-01-20,"4489451470",plan 4,mobile
2023-01-20,"4489568011",plan 5,mobile
2023-01-20,"4490406717",plan 4,mobile
2023-01-21,"4283679870",plan 2,mobile
2023-01-21,"4312590722",plan 4,mobile
2023-01-21,"4445980930",plan 4,mobile
2023-01-21,"4446633793",plan 4,mobile
2023-01-21,"4547225697",plan 5,mobile
2023-01-21,"4547295162",plan 5,mobile
2023-01-21,"4547607200",plan 4,mobile
2023-01-22,"4260691350",plan 2,mobile
2023-01-22,"4294105864",plan 4,mobile
2023-01-22,"4447535311",plan 4,mobile
2023-01-22,"4492855699",plan 4,mobile
2023-01-22,"4493118899",plan 4,mobile
2023-01-23,"4253391922",plan 2,mobile
2023-01-23,"4254204323",plan 2,mobile
2023-01-23,"4362823422",plan 2,mobile
2023-01-23,"4401579734",plan 4,mobile
2023-01-23,"4550835374",plan 4,mobile
2023-01-23,"4551419023",plan 4,mobile
2023-01-24,"4272543452",plan 4,mobile
2023-01-24,"4402332922",plan 4,mobile
2023-01-25,"4254535921",plan 4,mobile
2023-01-26,"4254754698",plan 2,mobile
2023-01-26,"4261382152",plan 4,mobile
2023-01-26,"4453974813",plan 4,mobile
2023-01-26,"4498495880",plan 4,mobile
2023-01-26,"4557362335",plan 4,mobile
2023-01-27,"4455495536",plan 4,mobile
2023-01-28,"4274657985",plan 4,mobile
2023-01-28,"4315159628",plan 4,mobile
2023-01-28,"4335112193",plan 4,mobile
2023-01-28,"4502576526",plan 5,mobile
2023-01-28,"4560896514",plan 4,mobile
2023-01-29,"4262552114",plan 2,mobile
2023-01-29,"4267672209",plan 2,mobile
2023-01-29,"4274193425",plan 6,mobile
2023-01-29,"4287493328",plan 4,mobile
2023-01-29,"4562712590",plan 4,mobile
2023-01-29,"4562775123",plan 5,mobile
2023-01-30,"4370695763",plan 4,mobile
2023-01-30,"4457216732",plan 4,mobile
2023-01-30,"4458399246",plan 4,mobile
2023-01-30,"4506628683",plan 4,mobile
2023-01-30,"4564559564",plan 5,mobile
2023-02-01,"4414177691",plan 4,mobile
2023-02-01,"4461282205",plan 4,mobile
2023-02-01,"4510246904",plan 4,mobile
2023-02-01,"4510448725",plan 4,mobile
2023-02-01,"4567266466",plan 4,mobile
2023-02-02,"4460295554",plan 4,mobile
2023-02-02,"4511077427",plan 5,mobile
2023-02-02,"4512077827",plan 4,mobile
2023-02-02,"4568901382",plan 4,mobile
2023-02-02,"4569019387",plan 4,mobile
2023-02-02,"4569659656",plan 4,mobile
2023-02-03,"4264591117",plan 4,mobile
2023-02-03,"4302276853",plan 2,mobile
2023-02-03,"4374109287",plan 4,mobile
2023-02-03,"4374419100",plan 4,mobile
2023-02-03,"4374506633",plan 4,mobile
2023-02-03,"4463595156",plan 4,mobile
2023-02-04,"4287383762",plan 4,mobile
2023-02-04,"4302961067",plan 2,mobile
2023-02-04,"4319315673",plan 4,mobile
2023-02-04,"4375008844",plan 4,mobile
2023-02-05,"4278122811",plan 4,mobile
2023-02-05,"4466475281",plan 4,mobile
2023-02-05,"4516785668",plan 4,mobile
2023-02-06,"4423237499",plan 4,mobile
2023-02-06,"4519524401",plan 4,mobile
2023-02-06,"4576917849",plan 4,mobile
2023-02-07,"4322859980",plan 4,mobile
2023-02-07,"4375859129",plan 4,mobile
2023-02-07,"4424717761",plan 4,mobile
2023-02-07,"4469607404",plan 4,mobile
2023-02-07,"4469607789",plan 4,mobile
2023-02-07,"4519847532",plan 4,mobile
2023-02-07,"4521456902",plan 4,mobile
2023-02-07,"4579025361",plan 5,mobile
2023-02-08,"4380927394",plan 4,mobile
2023-02-08,"4523332648",plan 4,mobile
2023-02-08,"4581121081",plan 4,mobile
2023-02-09,"4472876293",plan 4,mobile
2023-02-09,"4581534496",plan 4,mobile
2023-02-10,"4382816929",plan 4,mobile
2023-02-10,"4473874248",plan 4,mobile
2023-02-10,"4584156709",plan 4,mobile
2023-02-11,"4323664553",plan 4,mobile
2023-02-11,"4430482782",plan 4,mobile
2023-02-11,"4528628094",plan 4,mobile
2023-02-11,"4586062822",plan 4,mobile
2023-02-12,"4258070172",plan 4,mobile
2023-02-12,"4382343707",plan 4,mobile
2023-02-12,"4431484448",plan 4,mobile
2023-02-12,"4476590424",plan 4,mobile
2023-02-12,"4530351455",plan 4,mobile
2023-02-13,"4258361520",plan 2,mobile
2023-02-13,"4258505464",plan 4,mobile
2023-02-13,"4434775394",plan 4,mobile
2023-02-13,"4478778547",plan 5,mobile
2023-02-13,"4590749815",plan 5,mobile
2023-02-14,"4324398094",plan 4,mobile
2023-02-14,"4351784009",plan 4,mobile
2023-02-14,"4435530112",plan 4,mobile
2023-02-14,"4471957776",plan 4,mobile
2023-02-14,"4591593988",plan 4,mobile
2023-02-14,"4592329613",plan 4,mobile
2023-02-15,"4253040687",plan 2,mobile
2023-02-15,"4253070691",plan 2,mobile
2023-02-15,"4253088528",plan 2,mobile
2023-02-15,"4292636885",plan 2,mobile
2023-02-15,"4535365103",plan 4,mobile
2023-02-15,"4594787577",plan 5,mobile
2023-02-16,"4438911295",plan 4,mobile
2023-02-16,"4483762241",plan 4,mobile
2023-02-16,"4484057578",plan 4,mobile
2023-02-16,"4484294937",plan 4,mobile
2023-02-16,"4537771095",plan 4,mobile
2023-02-16,"4596113779",plan 4,mobile
2023-02-17,"4253197578",plan 2,mobile
2023-02-17,"4328757695",plan 4,mobile
2023-02-17,"4439887114",plan 4,mobile
2023-02-18,"4253554395",plan 4,mobile
2023-02-18,"4441922794",plan 4,mobile
2023-02-18,"4541929056",plan 4,mobile
2023-02-19,"4253563888",plan 4,mobile
2023-02-19,"4356617589",plan 2,mobile
2023-02-19,"4487825991",plan 4,mobile
2023-02-19,"4601771899",plan 4,mobile
2023-02-21,"4283679870",plan 2,mobile
2023-02-21,"4312590722",plan 4,mobile
2023-02-21,"4445980930",plan 4,mobile
2023-02-21,"4446633793",plan 4,mobile
2023-02-21,"4547225697",plan 5,mobile
2023-02-21,"4547295162",plan 5,mobile
2023-02-21,"4547607200",plan 4,mobile
2023-02-21,"4606992714",plan 4,mobile
2023-02-22,"4260691350",plan 2,mobile
2023-02-22,"4294105864",plan 4,mobile
2023-02-22,"4447535311",plan 4,mobile
2023-02-22,"4492855699",plan 4,mobile
2023-02-22,"4493118899",plan 4,mobile
2023-02-24,"4272543452",plan 4,mobile
2023-02-24,"4402332922",plan 4,mobile
2023-02-25,"4254535921",plan 4,mobile
2023-02-26,"4254754698",plan 2,mobile
2023-02-26,"4261382152",plan 4,mobile
2023-02-26,"4498495880",plan 4,mobile
2023-02-26,"4557362335",plan 4,mobile
2023-02-27,"4455495536",plan 4,mobile
2023-02-27,"4619374752",plan 4,mobile
2023-02-28,"4274657985",plan 4,mobile
2023-02-28,"4315159628",plan 4,mobile
2023-02-28,"4335112193",plan 4,mobile
2023-02-28,"4502576526",plan 5,mobile
2023-02-28,"4560896514",plan 4,mobile
2023-02-28,"4562712590",plan 4,mobile
2023-02-28,"4620366283",plan 4,mobile
2023-02-28,"4620670916",plan 4,mobile
2023-02-28,"4620881154",plan 4,mobile
2023-02-28,"4262552114",plan 2,mobile
2023-02-28,"4267672209",plan 2,mobile
2023-02-28,"4274193425",plan 6,mobile
2023-02-28,"4287493328",plan 4,mobile
2023-02-28,"4562712590",plan 4,mobile
2023-02-28,"4562775123",plan 5,mobile
2023-02-28,"4370695763",plan 4,mobile
2023-02-28,"4457216732",plan 4,mobile
2023-02-28,"4458399246",plan 4,mobile
2023-02-28,"4506628683",plan 4,mobile
2023-02-28,"4564559564",plan 5,mobile
2023-02-23,"4253391922",plan 2,mobile
2023-02-23,"4254204323",plan 2,mobile
2023-02-23,"4362823422",plan 2,mobile
2023-02-23,"4401579734",plan 4,mobile
2023-02-23,"4550835374",plan 4,mobile
2023-02-23,"4551419023",plan 4,mobile
2023-02-20,"4391209670",plan 4,mobile
2023-02-20,"4393365804",plan 4,mobile
2023-02-20,"4444690854",plan 4,mobile
2023-02-20,"4445340683",plan 4,mobile
2023-02-20,"4489451470",plan 4,mobile
2023-02-20,"4489568011",plan 5,mobile
2023-02-20,"4490406717",plan 4,mobile
2023-02-20,"4604236787",plan 4,mobile
2023-01-01,"4461091647",plan 4,mobile
2023-01-01,"4509803521",plan 4,mobile
2023-01-01,"4510432004",plan 4,mobile
2023-01-02,"4264193486",plan 4,mobile
2023-01-02,"4269916075",plan 2,mobile
2023-01-02,"4416184266",plan 2,mobile
2023-01-03,"4374901829",plan 4,mobile
2023-01-04,"4256094348",plan 4,mobile
2023-01-04,"4343202157",plan 4,mobile
2023-01-05,"4250246599",plan 6,mobile
2023-01-05,"4279649266",plan 4,mobile
2023-01-05,"4320937839",plan 4,mobile
2023-01-05,"4516332860",plan 4,mobile
2023-01-05,"4517175277",plan 4,mobile
2023-01-06,"4303869719",plan 4,mobile
2023-01-06,"4376554332",plan 4,mobile
2023-01-06,"4377416233",plan 2,mobile
2023-01-06,"4468004250",plan 4,mobile
2023-01-09,"4323934375",plan 4,mobile
2023-01-09,"4524385480",plan 4,mobile
2023-01-09,"4524473728",plan 4,mobile
2023-01-10,"4383008227",plan 4,mobile
2023-01-10,"4383261643",plan 4,mobile
2023-01-10,"4474860819",plan 4,mobile
2023-01-11,"4325657314",plan 2,mobile
2023-01-12,"4252018847",plan 4,mobile
2023-01-12,"4255351068",plan 4,mobile
2023-01-12,"4257596204",plan 4,mobile
2023-01-12,"4386382717",plan 4,mobile
2023-01-12,"4530627717",plan 4,mobile
2023-01-13,"4291541067",plan 2,mobile
2023-01-13,"4431757154",plan 4,mobile
2023-01-15,"4253054477",plan 2,mobile
2023-01-15,"4253075606",plan 4,mobile
2023-01-15,"4253082491",plan 4,mobile
2023-01-16,"4253089104",plan 4,mobile
2023-01-16,"4253182403",plan 2,mobile
2023-01-16,"4329171362",plan 4,mobile
2023-01-16,"4329250956",plan 6,mobile
2023-01-16,"4439040148",plan 4,mobile
2023-01-18,"4258909870",plan 4,mobile
2023-01-18,"4259557631",plan 4,mobile
2023-01-18,"4280465968",plan 2,mobile
